id,case,template,whole,digit,zeros,control,layer,model,revision,hard_margin,patched_margin,margin_effect,hard_correct,patched_correct,patched_token_count
causal-gen-012,12,relation_statements,113,2,2,easy_padded_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,7.625,2.0,True,True,7
causal-gen-012,12,relation_statements,113,2,2,easy_short_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,4.375,-1.25,True,True,5
causal-gen-012,12,relation_statements,113,2,2,donor_padded_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,5.625,0.0,True,True,7
causal-gen-012,12,relation_statements,113,2,2,donor_short_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,-7.5625,-13.1875,True,False,5
causal-gen-012,12,relation_statements,113,2,2,easy_padded_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,5.625,0.0,True,True,7
causal-gen-012,12,relation_statements,113,2,2,easy_short_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,5.625,0.0,True,True,5
causal-gen-012,12,relation_statements,113,2,2,donor_padded_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,5.625,0.0,True,True,7
causal-gen-012,12,relation_statements,113,2,2,donor_short_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,5.625,0.0,True,True,5
causal-gen-013,13,relation_statements,114,3,2,easy_padded_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,4.125,6.9375,2.8125,True,True,7
causal-gen-013,13,relation_statements,114,3,2,easy_short_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,4.125,2.75,-1.375,True,True,5
causal-gen-013,13,relation_statements,114,3,2,donor_padded_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,4.125,4.125,0.0,True,True,7
causal-gen-013,13,relation_statements,114,3,2,donor_short_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,4.125,-7.3125,-11.4375,True,False,5
causal-gen-013,13,relation_statements,114,3,2,easy_padded_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,4.125,3.375,-0.75,True,True,7
causal-gen-013,13,relation_statements,114,3,2,easy_short_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,4.125,4.125,0.0,True,True,5
causal-gen-013,13,relation_statements,114,3,2,donor_padded_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,4.125,4.125,0.0,True,True,7
